external_id,Gender,overall_risk_flag,payment method,avg_price,City,Trip_ID,Trip_Time,Fare,Trip_Duration_min,Distance_km,Pickup_Zone,Dropoff_Zone,Peak,IsValidTrip,TripHour,TripMonth,TripWeekday,IsWeekend,InvalidReason
949387,Female,Medium Risk,Cash,0.1632,Karak,10919,1/25/2024 14:17,1.03,19,6.31,City Center,Residential,0,1,14,1,4,0,
938160,Male,Medium Risk,Credit Card,0.4097,Amman,10920,1/4/2024 20:31,6.22,26,15.18,Business District,Downtown,1,1,20,1,4,0,
929025,Male,High Risk,Credit Card,0.1621,Amman,10921,4/25/2024 13:19,3.22,75,19.87,Airport,Business District,0,1,13,4,4,0,
907159,Female,High Risk,Cash,0.1085,Amman,10922,1/26/2024 2:11,2.41,73,22.22,Airport,Residential,0,1,2,1,5,1,
946068,Female,Medium Risk,Cash,0.1388,Amman,10923,1/19/2024 18:05,3.15,88,22.69,Airport,Mall Area,1,1,18,1,5,1,
937452,Male,High Risk,Cash,0.1938,Amman,10924,1/9/2024 9:41,2.93,32,15.12,Downtown,Residential,0,1,9,1,2,0,
982943,Female,High Risk,Cash,0.3894,Aqaba,10925,5/26/2024 0:50,6.07,25,15.59,Tourist Area,City Center,0,1,0,5,7,0,
929820,Female,High Risk,Cash,0.107,Amman,10926,5/27/2024 22:56,2.56,68,23.92,Airport,Residential,0,1,22,5,1,0,
937138,Female,High Risk,Wallet,0.1865,Amman,10927,2/7/2024 22:45,2.98,35,15.98,Downtown,Business District,0,1,22,2,3,0,
924644,Male,Medium Risk,Cash,0.4611,Amman,10928,4/9/2024 21:03,6.88,33,14.92,Business District,Mall Area,1,1,21,4,2,0,
930444,Female,High Risk,Cash,0.1874,Amman,10929,1/1/2024 17:52,3.36,39,17.93,Residential,Downtown,1,1,17,1,1,0,
961491,Female,Medium Risk,Cash,0.52,Amman,10930,3/1/2024 17:00,6.24,21,12,Business District,Downtown,1,1,17,3,5,1,
999390,Male,High Risk,Cash,0.2196,Amman,10931,5/3/2024 8:50,3.12,34,14.21,Business District,Business District,1,1,8,5,5,1,
979213,Male,High Risk,Cash,0.202,Zarqa,10932,5/8/2024 16:05,2.03,38,10.05,City Center,City Center,1,1,16,5,3,0,
919642,Male,High Risk,Cash,0.2027,Amman,10933,1/15/2024 7:11,2.43,39,11.99,Downtown,Downtown,1,1,7,1,1,0,
955338,Male,Medium Risk,Credit Card,0.1841,Irbid,10934,2/4/2024 18:17,2.2,37,11.95,University Area,University Area,1,1,18,2,7,0,
923764,Male,High Risk,Credit Card,0.1811,Irbid,10935,1/23/2024 17:42,1.72,32,9.5,City Center,City Center,1,1,17,1,2,0,
946690,Male,Medium Risk,Credit Card,0.4511,Amman,10936,2/4/2024 12:35,5.58,17,12.37,Business District,Mall Area,0,1,12,2,7,0,
982403,Male,High Risk,Cash,0.1935,Zarqa,10937,3/11/2024 21:14,2.67,41,13.8,Industrial Zone,City Center,1,1,21,3,1,0,
983999,Female,High Risk,Cash,0.2123,Amman,10938,1/18/2024 20:03,2.27,40,10.69,Downtown,Downtown,1,1,20,1,4,0,
993130,Female,High Risk,Credit Card,0.1404,Amman,10939,1/19/2024 14:47,3.47,92,24.71,Airport,Downtown,0,1,14,1,5,1,
978072,Female,High Risk,Cash,0.2208,Amman,10940,1/30/2024 8:30,2.21,35,10.01,Downtown,Mall Area,1,1,8,1,2,0,
976106,Male,Medium Risk,Cash,0.3975,Aqaba,10941,3/5/2024 21:12,6.65,45,16.73,Port Area,Tourist Area,1,1,21,3,2,0,
924295,Male,High Risk,Wallet,0.3592,Aqaba,10942,3/12/2024 20:37,6.11,39,17.01,Port Area,Tourist Area,1,1,20,3,2,0,
922224,Male,High Risk,Cash,0.4658,Aqaba,10943,1/6/2024 8:53,7.63,35,16.38,Port Area,Tourist Area,1,1,8,1,6,1,
910506,Male,Medium Risk,Credit Card,0.2461,Amman,10944,1/16/2024 18:23,2.83,39,11.5,Business District,Residential,1,1,18,1,2,0,
950339,Female,High Risk,Wallet,0.1441,Amman,10945,3/10/2024 16:11,3.27,91,22.7,Airport,Business District,1,1,16,3,7,0,
908452,Male,High Risk,Cash,0.1412,Amman,10946,1/3/2024 1:09,2.7,78,19.12,Airport,Downtown,0,1,1,1,3,0,
937351,Male,High Risk,Wallet,0.0976,Amman,10947,4/16/2024 22:18,2.96,88,30.33,Airport,Airport,0,1,22,4,2,0,
941539,Female,High Risk,Wallet,0.2105,Amman,10948,2/21/2024 22:38,2.36,27,11.21,Business District,Business District,0,1,22,2,3,0,
952253,Female,Medium Risk,Cash,0.3563,Aqaba,10949,3/28/2024 8:55,6.04,38,16.95,Tourist Area,Port Area,1,1,8,3,4,0,
991608,Female,Medium Risk,Credit Card,0.1686,Karak,10950,1/21/2024 9:01,1.49,22,8.84,Hospital Area,City Center,0,1,9,1,7,0,
964211,Male,High Risk,Credit Card,0.4521,Amman,10951,4/22/2024 19:44,5.99,21,13.25,Business District,Downtown,0,1,19,4,1,0,
903745,Male,High Risk,Cash,0.2351,Amman,10952,4/21/2024 21:32,3,35,12.76,Mall Area,Downtown,1,1,21,4,7,0,
988072,Male,High Risk,Cash,0.1278,Amman,10953,5/17/2024 19:19,2.54,83,19.87,Airport,Downtown,0,1,19,5,5,1,
946848,Female,High Risk,Credit Card,0.1442,Amman,10954,1/23/2024 18:20,3.88,117,26.9,Airport,Mall Area,1,1,18,1,2,0,
964962,Female,Medium Risk,Cash,0.1806,Madaba,10955,2/14/2024 22:38,1.38,16,7.64,City Center,City Center,0,1,22,2,3,0,
935642,Female,High Risk,Cash,0.1812,Zarqa,10956,4/26/2024 7:13,2.41,40,13.3,City Center,Industrial Zone,1,1,7,4,5,1,
956640,Female,Medium Risk,Wallet,0.2078,Zarqa,10957,1/24/2024 2:16,2.25,30,10.83,Industrial Zone,City Center,0,1,2,1,3,0,
971473,Female,Medium Risk,Cash,0.227,Amman,10958,4/26/2024 10:02,2.39,28,10.53,Business District,Residential,0,1,10,4,5,1,
941977,Male,High Risk,Wallet,0.2135,Amman,10959,2/13/2024 13:03,2.18,26,10.21,Downtown,Mall Area,0,1,13,2,2,0,
993910,Female,High Risk,Cash,0.2005,Amman,10960,5/31/2024 9:41,2.93,35,14.61,Mall Area,Downtown,0,1,9,5,5,1,
985687,Female,Medium Risk,Cash,0.1759,Madaba,10961,4/6/2024 12:07,2.03,26,11.54,City Center,City Center,0,1,12,4,6,1,
926769,Male,High Risk,Cash,0.2392,Aqaba,10962,3/24/2024 12:17,2.26,19,9.45,City Center,Tourist Area,0,1,12,3,7,0,
965896,Male,Medium Risk,Credit Card,0.2243,Amman,10963,1/4/2024 8:39,2.23,36,9.94,Business District,Business District,1,1,8,1,4,0,
963420,Female,High Risk,Cash,0.1469,Amman,10964,1/4/2024 19:29,2.39,62,16.27,Airport,Business District,0,1,19,1,4,0,
950867,Female,Medium Risk,Credit Card,0.2335,Zarqa,10965,5/4/2024 7:21,3.04,38,13.02,Industrial Zone,Residential,1,1,7,5,6,1,
936369,Female,High Risk,Credit Card,0.2011,Amman,10966,4/10/2024 22:54,2.58,27,12.83,Mall Area,Residential,0,1,22,4,3,0,
987975,Male,Medium Risk,Cash,0.3054,Aqaba,10967,4/14/2024 13:03,1.53,16,5.01,Residential,Tourist Area,0,1,13,4,7,0,
980967,Female,High Risk,Cash,0.1912,Amman,10968,5/22/2024 20:14,2.25,34,11.77,Downtown,Airport,1,1,20,5,3,0,
927712,Female,Medium Risk,Credit Card,0.2192,Amman,10969,4/9/2024 17:09,2.63,39,12,Business District,Airport,1,1,17,4,2,0,
930599,Male,High Risk,Cash,0.1655,Amman,10970,1/31/2024 15:59,3.51,79,21.21,Airport,Business District,0,1,15,1,3,0,
927747,Female,High Risk,Credit Card,0.2149,Amman,10971,3/19/2024 8:03,3.11,39,14.47,Downtown,Residential,1,1,8,3,2,0,
945812,Female,High Risk,Credit Card,0.2016,Zarqa,10972,4/2/2024 17:16,1.98,32,9.82,Residential,City Center,1,1,17,4,2,0,
914058,Male,Medium Risk,Cash,0.1994,Amman,10973,1/2/2024 14:41,1.98,25,9.93,Downtown,Downtown,0,1,14,1,2,0,
915139,Female,Medium Risk,Credit Card,0.2158,Madaba,10974,4/25/2024 16:00,2.59,35,12,Tourist Area,Tourist Area,1,1,16,4,4,0,
975397,Male,High Risk,Cash,0.1827,Amman,10975,4/16/2024 14:08,2.79,36,15.27,Mall Area,Business District,0,1,14,4,2,0,
950052,Male,High Risk,Cash,0.2174,Amman,10976,3/11/2024 20:11,2.5,32,11.5,Downtown,Business District,1,1,20,3,1,0,
958612,Male,Medium Risk,Credit Card,0.1731,Irbid,10977,4/11/2024 3:59,1.8,25,10.4,Bus Station,Residential,0,1,3,4,4,0,
994695,Male,Medium Risk,Cash,0.1695,Irbid,10978,5/7/2024 0:24,1.59,25,9.38,City Center,City Center,0,1,0,5,2,0,
930154,Female,High Risk,Wallet,0.2214,Amman,10979,4/26/2024 20:36,3.14,46,14.18,Mall Area,Downtown,1,1,20,4,5,1,
937460,Male,High Risk,Cash,0.1534,Amman,10980,5/18/2024 22:49,2.54,34,16.56,Residential,Business District,0,1,22,5,6,1,
987190,Male,High Risk,Wallet,0.1828,Amman,10981,1/17/2024 12:01,2.49,34,13.62,Business District,Airport,0,1,12,1,3,0,
906079,Male,High Risk,Cash,0.2123,Aqaba,10982,1/3/2024 18:22,2.8,42,13.19,City Center,Residential,1,1,18,1,3,0,
908536,Male,High Risk,Cash,0.1941,Zarqa,10983,3/18/2024 21:54,2.7,40,13.91,Residential,Residential,1,1,21,3,1,0,
914316,Male,Medium Risk,Credit Card,0.2261,Amman,10984,4/7/2024 19:48,3.21,35,14.2,Downtown,Mall Area,0,1,19,4,7,0,
902045,Male,Medium Risk,Wallet,0.2329,Amman,10985,1/16/2024 8:49,3.85,40,16.53,Mall Area,Downtown,1,1,8,1,2,0,
978728,Male,Medium Risk,Cash,0.2008,Amman,10986,4/27/2024 16:31,3.15,42,15.69,Downtown,Mall Area,1,1,16,4,6,1,
996365,Male,High Risk,Cash,0.1649,Amman,10987,2/14/2024 23:41,3.96,95,24.02,Airport,Mall Area,0,1,23,2,3,0,
923897,Female,High Risk,Cash,0.416,Aqaba,10988,2/28/2024 21:18,5.67,39,13.63,Port Area,Port Area,1,1,21,2,3,0,
923597,Male,High Risk,Cash,0.3089,Aqaba,10989,5/25/2024 10:38,4.17,22,13.5,Tourist Area,Tourist Area,0,1,10,5,6,1,
907996,Female,High Risk,Cash,0.2258,Amman,10990,3/2/2024 18:59,2.19,34,9.7,Mall Area,Mall Area,1,1,18,3,6,1,
931095,Male,Medium Risk,Cash,0.2106,Amman,10991,5/21/2024 14:25,2.15,28,10.21,Mall Area,Business District,0,1,14,5,2,0,
975710,Female,High Risk,Cash,0.1464,Amman,10992,1/24/2024 18:41,2.93,82,20.02,Airport,Business District,1,1,18,1,3,0,
978386,Male,High Risk,Cash,0.1677,Zarqa,10993,2/19/2024 8:30,2.07,36,12.34,Bus Station,City Center,1,1,8,2,1,0,
965154,Male,High Risk,Credit Card,0.1786,Amman,10994,2/5/2024 11:06,3.11,40,17.41,Downtown,Business District,0,1,11,2,1,0,
955207,Female,High Risk,Credit Card,0.1695,Irbid,10995,3/22/2024 17:35,2.46,42,14.51,University Area,City Center,1,1,17,3,5,1,
923080,Female,High Risk,Wallet,0.1208,Amman,10996,5/2/2024 17:03,3.62,115,29.96,Airport,Business District,1,1,17,5,4,0,
903699,Male,Medium Risk,Credit Card,0.2377,Amman,10997,3/3/2024 2:17,2.42,25,10.18,Mall Area,Mall Area,0,1,2,3,7,0,
906947,Male,Medium Risk,Credit Card,0.2397,Amman,10998,5/7/2024 20:28,2.91,37,12.14,Mall Area,Mall Area,1,1,20,5,2,0,
931071,Female,Medium Risk,Cash,0.1684,Zarqa,10999,2/10/2024 9:49,2.26,36,13.42,Industrial Zone,City Center,0,1,9,2,6,1,
960736,Female,Medium Risk,Cash,0.1834,Zarqa,11000,5/4/2024 21:09,2.23,38,12.16,City Center,City Center,1,1,21,5,6,1,
950312,Male,High Risk,Credit Card,0.1773,Amman,11001,3/11/2024 21:48,2.75,75,15.51,Airport,Mall Area,1,1,21,3,1,0,
952403,Male,Medium Risk,Cash,0.2088,Amman,11002,2/3/2024 21:29,3,46,14.37,Downtown,Business District,1,1,21,2,6,1,
987224,Female,High Risk,Cash,0.2158,Amman,11003,2/6/2024 21:39,3.56,51,16.5,Downtown,Residential,1,1,21,2,2,0,
922520,Male,Medium Risk,Cash,0.2575,Karak,11004,5/10/2024 9:47,0.77,9,2.99,City Center,Residential,0,1,9,5,5,1,
912030,Female,High Risk,Credit Card,0.1839,Irbid,11005,3/22/2024 21:21,2.17,37,11.8,Residential,University Area,1,1,21,3,5,1,
966987,Male,High Risk,Credit Card,0.1566,Amman,11006,1/24/2024 10:08,2.87,71,18.33,Airport,Business District,0,1,10,1,3,0,
904305,Male,Medium Risk,Cash,0.4353,Amman,11007,3/19/2024 14:54,5.75,20,13.21,Business District,Downtown,0,1,14,3,2,0,
945910,Male,Medium Risk,Cash,0.4065,Aqaba,11008,2/4/2024 9:18,5,25,12.3,Port Area,Port Area,0,1,9,2,7,0,
957278,Male,High Risk,Cash,0.1563,Amman,11009,4/19/2024 14:50,3.49,83,22.33,Airport,Downtown,0,1,14,4,5,1,
929493,Male,High Risk,Wallet,0.1971,Karak,11010,2/2/2024 0:22,1.65,19,8.37,Residential,Residential,0,1,0,2,5,1,
917705,Female,High Risk,Cash,0.147,Amman,11011,2/12/2024 10:42,2.97,75,20.2,Airport,Mall Area,0,1,10,2,1,0,
965925,Male,Medium Risk,Cash,0.2299,Amman,11012,3/18/2024 7:06,2.72,42,11.83,Downtown,Airport,1,1,7,3,1,0,
905332,Female,High Risk,Credit Card,0.1653,Amman,11013,1/31/2024 17:09,4.12,100,24.93,Airport,Downtown,1,1,17,1,3,0,
969921,Male,Medium Risk,Wallet,0.4136,Aqaba,11014,4/16/2024 21:05,6.08,33,14.7,Tourist Area,Tourist Area,1,1,21,4,2,0,
979064,Female,Medium Risk,Wallet,0.323,Aqaba,11015,4/29/2024 15:52,5.94,30,18.39,Port Area,Tourist Area,0,1,15,4,1,0,
901891,Female,High Risk,Cash,0.2064,Aqaba,11016,5/29/2024 2:29,2.46,29,11.92,City Center,Tourist Area,0,1,2,5,3,0,
912917,Male,High Risk,Credit Card,0.1936,Irbid,11017,2/7/2024 7:53,1.63,31,8.42,University Area,University Area,1,1,7,2,3,0,
957277,Male,Medium Risk,Cash,0.174,Irbid,11018,4/25/2024 15:21,1.97,27,11.32,City Center,Residential,0,1,15,4,4,0,
910241,Male,Medium Risk,Cash,0.2233,Amman,11019,2/24/2024 16:42,2.15,32,9.63,Mall Area,Downtown,1,1,16,2,6,1,
929191,Female,Medium Risk,Cash,0.1874,Amman,11020,2/22/2024 14:59,1.72,22,9.18,Business District,Business District,0,1,14,2,4,0,
903933,Male,High Risk,Credit Card,0.1876,Zarqa,11021,5/12/2024 18:51,1.54,29,8.21,City Center,Bus Station,1,1,18,5,7,0,
913292,Male,High Risk,Cash,0.2081,Irbid,11022,3/16/2024 16:33,2.37,35,11.39,City Center,Residential,1,1,16,3,6,1,
941895,Female,Medium Risk,Wallet,0.1866,Karak,11023,2/21/2024 6:35,1.53,22,8.2,Residential,Residential,0,1,6,2,3,0,
989155,Male,High Risk,Wallet,0.1298,Amman,11024,2/26/2024 2:27,2.72,87,20.96,Airport,Mall Area,0,1,2,2,1,0,
919141,Male,Medium Risk,Wallet,0.1908,Karak,11025,5/31/2024 17:54,2.4,43,12.58,Residential,Hospital Area,1,1,17,5,5,1,
911169,Male,High Risk,Wallet,0.1412,Amman,11026,4/14/2024 18:26,3.12,102,22.1,Airport,Downtown,1,1,18,4,7,0,
939912,Female,High Risk,Cash,0.227,Irbid,11027,3/25/2024 13:06,1.26,14,5.55,City Center,Residential,0,1,13,3,1,0,
926271,Male,High Risk,Credit Card,0.1538,Amman,11028,1/26/2024 22:10,4.23,95,27.5,Airport,Downtown,0,1,22,1,5,1,
997668,Male,Medium Risk,Cash,0.3835,Aqaba,11029,2/21/2024 7:40,5.3,34,13.82,Tourist Area,Port Area,1,1,7,2,3,0,
910778,Male,High Risk,Cash,0.146,Karak,11030,5/26/2024 19:17,1.39,21,9.52,Residential,Residential,0,1,19,5,7,0,
971390,Female,High Risk,Cash,0.1027,Amman,11031,5/18/2024 16:56,2.55,83,24.82,Airport,Residential,1,1,16,5,6,1,
968807,Male,Medium Risk,Credit Card,0.1822,Madaba,11032,3/25/2024 1:51,1.31,20,7.19,City Center,Residential,0,1,1,3,1,0,
965910,Female,High Risk,Credit Card,0.2347,Amman,11033,5/27/2024 1:22,1.77,21,7.54,Mall Area,Business District,0,1,1,5,1,0,
974546,Female,High Risk,Credit Card,0.2622,Jerash,11034,1/22/2024 17:05,2.42,30,9.23,Tourist Area,Residential,1,1,17,1,1,0,
966945,Female,Medium Risk,Cash,0.1811,Irbid,11035,4/29/2024 21:06,1.67,32,9.22,City Center,City Center,1,1,21,4,1,0,
989850,Male,High Risk,Cash,0.3574,Karak,11036,2/29/2024 14:05,0.84,7,2.35,University Area,University Area,0,1,14,2,4,0,
952801,Female,Medium Risk,Credit Card,0.218,Amman,11037,3/26/2024 20:52,2.88,43,13.21,Downtown,Airport,1,1,20,3,2,0,
913485,Male,High Risk,Cash,0.1645,Amman,11038,5/11/2024 11:41,3.24,78,19.7,Airport,Downtown,0,1,11,5,6,1,
959836,Male,Medium Risk,Wallet,0.2328,Amman,11039,4/4/2024 18:31,3.22,45,13.83,Downtown,Business District,1,1,18,4,4,0,
940717,Male,Medium Risk,Credit Card,0.1533,Irbid,11040,2/16/2024 12:52,1.51,27,9.85,City Center,City Center,0,1,12,2,5,1,
936730,Female,Medium Risk,Credit Card,0.1538,Irbid,11041,3/27/2024 12:12,1.38,20,8.97,Residential,Bus Station,0,1,12,3,3,0,
901207,Male,Medium Risk,Credit Card,0.1965,Madaba,11042,3/2/2024 20:00,3.05,47,15.52,Tourist Area,Residential,1,1,20,3,6,1,
997136,Male,High Risk,Credit Card,0.2427,Irbid,11043,1/19/2024 22:53,1.25,15,5.15,City Center,City Center,0,1,22,1,5,1,
980508,Male,High Risk,Cash,0.1849,Irbid,11044,4/2/2024 7:11,2.13,38,11.52,Residential,Residential,1,1,7,4,2,0,
907422,Female,High Risk,Cash,0.1824,Zarqa,11045,3/8/2024 18:22,2.24,32,12.28,Residential,Residential,1,1,18,3,5,1,
989118,Male,Medium Risk,Credit Card,0.2046,Amman,11046,1/26/2024 6:24,1.94,22,9.48,Mall Area,Mall Area,0,1,6,1,5,1,
947162,Female,Medium Risk,Cash,0.2237,Amman,11047,1/14/2024 21:35,2.13,29,9.52,Downtown,Business District,1,1,21,1,7,0,
971878,Male,Medium Risk,Cash,0.3711,Amman,11048,5/29/2024 12:06,4.88,21,13.15,Business District,Downtown,0,1,12,5,3,0,
972831,Female,High Risk,Cash,0.392,Aqaba,11049,4/28/2024 18:23,6.46,41,16.48,Port Area,City Center,1,1,18,4,7,0,
932653,Female,Medium Risk,Credit Card,0.1753,Amman,11050,4/30/2024 22:26,2.03,23,11.58,Downtown,Business District,0,1,22,4,2,0,
905221,Male,High Risk,Cash,0.2288,Amman,11051,2/4/2024 10:25,2.91,31,12.72,Residential,Downtown,0,1,10,2,7,0,
920322,Male,High Risk,Cash,0.1191,Mafraq,11052,5/26/2024 22:45,1.32,21,11.08,Border Road,Industrial Zone,0,1,22,5,7,0,
953376,Male,Medium Risk,Credit Card,0.1903,Amman,11053,2/26/2024 6:38,3.28,41,17.24,Downtown,Downtown,0,1,6,2,1,0,
995559,Male,Medium Risk,Cash,0.2096,Amman,11054,2/25/2024 0:07,2.74,29,13.07,Residential,Downtown,0,1,0,2,7,0,
998292,Male,High Risk,Cash,0.1222,Amman,11055,5/6/2024 19:46,2.81,92,22.99,Airport,Downtown,0,1,19,5,1,0,
974760,Female,Medium Risk,Credit Card,0.2185,Karak,11056,3/1/2024 18:35,1.51,28,6.91,University Area,Hospital Area,1,1,18,3,5,1,
902397,Male,Medium Risk,Wallet,0.1822,Irbid,11057,4/28/2024 20:16,1.98,36,10.87,University Area,City Center,1,1,20,4,7,0,
941114,Female,High Risk,Credit Card,0.1657,Amman,11058,1/24/2024 21:22,3.22,88,19.43,Airport,Mall Area,1,1,21,1,3,0,
968924,Male,Medium Risk,Cash,0.2135,Amman,11059,3/27/2024 6:32,2.05,26,9.6,Downtown,Business District,0,1,6,3,3,0,
967033,Male,Medium Risk,Cash,0.2348,Irbid,11060,3/14/2024 22:00,1.31,19,5.58,Bus Station,City Center,0,1,22,3,4,0,
972708,Female,Medium Risk,Credit Card,0.1665,Zarqa,11061,5/1/2024 12:26,1.99,32,11.95,Industrial Zone,Residential,0,1,12,5,3,0,
989740,Male,High Risk,Wallet,0.4578,Amman,11062,3/22/2024 7:48,6.83,31,14.92,Business District,Downtown,1,1,7,3,5,1,
969664,Female,High Risk,Cash,0.2132,Karak,11063,1/13/2024 20:25,1.49,25,6.99,City Center,Residential,1,1,20,1,6,1,
995207,Male,High Risk,Credit Card,0.1919,Irbid,11064,1/10/2024 17:48,2.03,30,10.58,City Center,Bus Station,1,1,17,1,3,0,
919247,Male,Medium Risk,Credit Card,0.2413,Zarqa,11065,3/29/2024 17:52,1.94,29,8.04,City Center,Residential,1,1,17,3,5,1,
928420,Female,High Risk,Credit Card,0.1435,Amman,11066,3/24/2024 18:46,3.36,93,23.42,Airport,Downtown,1,1,18,3,7,0,
907273,Female,Medium Risk,Cash,0.1911,Amman,11067,3/11/2024 9:44,2.62,36,13.71,Business District,Business District,0,1,9,3,1,0,
958384,Female,High Risk,Credit Card,0.2212,Jerash,11068,1/8/2024 12:32,0.98,14,4.43,City Center,Tourist Area,0,1,12,1,1,0,
940981,Male,Medium Risk,Cash,0.0998,Amman,11069,4/29/2024 1:23,1.78,64,17.84,Airport,Business District,0,1,1,4,1,0,
908772,Male,Medium Risk,Cash,0.2005,Irbid,11070,3/12/2024 7:45,1.48,31,7.38,Residential,University Area,1,1,7,3,2,0,
932460,Male,High Risk,Credit Card,0.4418,Aqaba,11071,4/7/2024 4:35,4.71,19,10.66,Port Area,Tourist Area,0,1,4,4,7,0,
951301,Male,Medium Risk,Wallet,0.3513,Aqaba,11072,3/6/2024 23:51,4.89,25,13.92,Port Area,Tourist Area,0,1,23,3,3,0,
962127,Male,High Risk,Cash,0.1473,Amman,11073,1/20/2024 18:19,3.52,103,23.89,Airport,Downtown,1,1,18,1,6,1,
935505,Female,High Risk,Cash,0.1829,Amman,11074,4/7/2024 11:12,2.61,36,14.27,Mall Area,Downtown,0,1,11,4,7,0,
907801,Female,Medium Risk,Cash,0.1845,Amman,11075,5/27/2024 13:39,2.67,33,14.47,Downtown,Downtown,0,1,13,5,1,0,
913177,Male,Medium Risk,Credit Card,0.1358,Amman,11076,4/17/2024 8:48,3.17,91,23.35,Airport,Downtown,1,1,8,4,3,0,
946558,Male,Medium Risk,Wallet,0.2411,Karak,11077,1/12/2024 14:24,1.15,14,4.77,Hospital Area,Residential,0,1,14,1,5,1,
998777,Female,High Risk,Cash,0.0928,Amman,11078,3/11/2024 8:23,2.03,82,21.88,Airport,Residential,1,1,8,3,1,0,
998383,Male,Medium Risk,Credit Card,0.1199,Amman,11079,5/26/2024 19:36,3.49,87,29.1,Airport,Airport,0,1,19,5,7,0,
914846,Male,Medium Risk,Credit Card,0.1878,Irbid,11080,5/26/2024 21:59,2.21,40,11.77,Residential,University Area,1,1,21,5,7,0,
964733,Female,High Risk,Credit Card,0.2055,Amman,11081,3/9/2024 9:54,2.53,35,12.31,Downtown,Downtown,0,1,9,3,6,1,
954511,Female,High Risk,Credit Card,0.1502,Amman,11082,1/16/2024 13:18,2.7,74,17.98,Airport,Downtown,0,1,13,1,2,0,
933038,Male,High Risk,Cash,0.1784,Irbid,11083,2/20/2024 21:13,2.1,37,11.77,University Area,City Center,1,1,21,2,2,0,
982173,Female,Medium Risk,Cash,0.1657,Zarqa,11084,2/1/2024 7:25,2.77,46,16.72,Industrial Zone,Residential,1,1,7,2,4,0,
942945,Male,High Risk,Credit Card,0.1117,Amman,11085,4/29/2024 14:00,2.26,69,20.23,Airport,Residential,0,1,14,4,1,0,
992046,Female,High Risk,Cash,0.1993,Zarqa,11086,2/7/2024 13:03,2.42,32,12.14,Industrial Zone,City Center,0,1,13,2,3,0,
914525,Female,High Risk,Wallet,0.1948,Irbid,11087,3/6/2024 20:56,1.86,34,9.55,City Center,Residential,1,1,20,3,3,0,
976019,Male,Medium Risk,Wallet,0.133,Amman,11088,2/10/2024 11:10,3.1,83,23.3,Airport,Downtown,0,1,11,2,6,1,
919696,Male,High Risk,Cash,0.2431,Irbid,11089,4/19/2024 17:59,2.02,32,8.31,University Area,City Center,1,1,17,4,5,1,
941058,Male,High Risk,Cash,0.1362,Amman,11090,1/12/2024 20:52,3.44,103,25.25,Airport,Downtown,1,1,20,1,5,1,
929571,Female,Medium Risk,Credit Card,0.1702,Amman,11091,3/22/2024 5:58,2.06,32,12.1,Downtown,Mall Area,0,1,5,3,5,1,
974033,Male,High Risk,Cash,0.3697,Amman,11092,4/30/2024 21:14,5.89,33,15.93,Business District,Downtown,1,1,21,4,2,0,
949072,Female,High Risk,Cash,0.1091,Amman,11093,5/18/2024 21:42,2.33,83,21.35,Airport,Residential,1,1,21,5,6,1,
955198,Male,High Risk,Cash,0.2105,Irbid,11094,3/24/2024 22:50,1.16,13,5.51,University Area,City Center,0,1,22,3,7,0,
916748,Male,High Risk,Credit Card,0.1323,Amman,11095,2/28/2024 12:19,3.35,92,25.33,Airport,Mall Area,0,1,12,2,3,0,
956309,Male,High Risk,Cash,0.1855,Amman,11096,2/14/2024 11:45,2.33,26,12.56,Mall Area,Business District,0,1,11,2,3,0,
995387,Male,Medium Risk,Credit Card,0.2269,Irbid,11097,1/3/2024 12:07,1.62,19,7.14,City Center,Residential,0,1,12,1,3,0,
934971,Female,High Risk,Cash,0.1895,Amman,11098,1/31/2024 20:04,2.64,43,13.93,Mall Area,Business District,1,1,20,1,3,0,
985061,Male,High Risk,Wallet,0.1583,Amman,11099,2/4/2024 13:41,2.97,70,18.76,Airport,Mall Area,0,1,13,2,7,0,
945258,Male,High Risk,Cash,0.1098,Mafraq,11100,3/16/2024 13:22,1.18,20,10.75,City Center,City Center,0,1,13,3,6,1,
915263,Male,Medium Risk,Credit Card,0.1329,Amman,11101,5/14/2024 17:07,2.87,87,21.59,Airport,Mall Area,1,1,17,5,2,0,
943827,Female,High Risk,Credit Card,0.1617,Amman,11102,1/21/2024 1:27,3.55,82,21.95,Airport,Downtown,0,1,1,1,7,0,
910021,Male,High Risk,Cash,0.1741,Irbid,11103,5/20/2024 1:35,1.76,26,10.11,City Center,Bus Station,0,1,1,5,1,0,
912518,Male,High Risk,Cash,0.2041,Madaba,11104,4/6/2024 1:32,2.21,24,10.83,Tourist Area,Tourist Area,0,1,1,4,6,1,
916804,Female,Medium Risk,Cash,0.1968,Amman,11105,1/20/2024 20:27,2.81,43,14.28,Residential,Airport,1,1,20,1,6,1,
967555,Female,High Risk,Credit Card,0.2121,Amman,11106,3/18/2024 11:52,2.21,27,10.42,Downtown,Downtown,0,1,11,3,1,0,
968732,Female,High Risk,Cash,0.1386,Amman,11107,5/9/2024 19:16,3.12,87,22.51,Airport,Mall Area,0,1,19,5,4,0,
932139,Female,Medium Risk,Credit Card,0.1594,Zarqa,11108,4/12/2024 15:50,1.65,23,10.35,Bus Station,Residential,0,1,15,4,5,1,
922158,Female,High Risk,Cash,0.2012,Jerash,11109,5/21/2024 13:09,2.59,30,12.87,Tourist Area,Tourist Area,0,1,13,5,2,0,
